,Description,Price,Rating,URL
20,Polarized Sports Sunglasses HD Glasses Neon Lens UV400 TR90 Frame Cycling Fishing Running Climbing for Women Man,S$28.99,4.5 out of 5 stars,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MToxNDg2NTgxNzgyNDg1NDY4OjE3NDM1MTMzNDg6c3BfbXRmOjExMTc1OTEyNDE5ODo6MDo6&url=%2FROCKBROS-Polarized-Sunglasses-Glasses-Climbing%2Fdp%2FB09SPPZCCN%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513348%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
21,Sunglasses FERRAGAMO SF 998 S 002 Matte Black,S$154.28,2.4 out of 5 stars,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MToxNDg2NTgxNzgyNDg1NDY4OjE3NDM1MTMzNDg6c3BfbXRmOjMwMDAzOTI1MjY3OTc2Mjo6MDo6&url=%2FSunglasses-FERRAGAMO-998-Matte-Black%2Fdp%2FB08K3KNLK9%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513348%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
22,Square Sunglasses,S$68.68,,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MToxNDg2NTgxNzgyNDg1NDY4OjE3NDM1MTMzNDg6c3BfbXRmOjMwMDAzOTk1OTE4MDE2Mjo6MDo6&url=%2FGUESS-GU786259V56-Square-Sunglasses%2Fdp%2FB0BGSN2ZPJ%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513348%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
23,Plastic Navigator Sunglasses,S$93.82,4.4 out of 5 stars,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MToxNDg2NTgxNzgyNDg1NDY4OjE3NDM1MTMzNDg6c3BfbXRmOjMwMDAxMzQ2Mjk5NDc2Mjo6MDo6&url=%2FGUESS-Mens-Plastic-Navigator-Sunglasses%2Fdp%2FB0BGSLS3ZZ%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513348%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
24,Polarized Sunglasses for Women Men Trendy Classic Retro Designer Style,S$26.08,4.5 out of 5 stars,https://www.amazon.sg/MEETSUN-Polarized-Sunglasses-Designer-Gradient/dp/B081Q3MWG9/ref=sr_1_25?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-25
25,"Premium Military Style Classic Aviator Sunglasses, Polarized, 100% UV protection for Men Women",S$32.67,4.3 out of 5 stars,https://www.amazon.sg/Premium-Military-Sunglasses-Polarized-Protection/dp/B00W266R8O/ref=sr_1_26?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-26
26,Polarized Sports Sunglasses for Men Driving Cycling Fishing Sun Glasses 100% UV Protection Goggles,S$22.59,4.3 out of 5 stars,https://www.amazon.sg/KUGUAOK-Polarized-Sunglasses-Driving-Protection/dp/B08C2T1KP2/ref=sr_1_27?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-27
27,MEETSUN Polarized Sunglasses for Women Men Trendy Classic Retro Designer Style Fashion UV400 Protection,S$33.08,4.4 out of 5 stars,https://www.amazon.sg/MEETSUN-Polarized-Sunglasses-Designer-Transparent/dp/B0BRTQKZ1B/ref=sr_1_28?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-28
28,Classic Rectangle Polarized Matte Finished Sunglasses for Women and Men for Hiking Traveling and Gift,S$19.99,4.0 out of 5 stars,https://www.amazon.sg/Craftman-Rectangle-Polarized-Sunglasses-Traveling/dp/B09PNTZKDV/ref=sr_1_29?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-29
29,Polarized Sunglasses for Men Lightweight TR90 Frame UV400 Protection Square Sun Glasses,S$50.02,4.4 out of 5 stars,https://www.amazon.sg/ZENOTTIC-Polarized-Sunglasses-Lightweight-Protection/dp/B07FGVCGVF/ref=sr_1_30?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-30
30,Men's Retro Oval Sunglasses,S$62.08,4.4 out of 5 stars,https://www.amazon.sg/Fossil-FOS-3091-Rectangular-Sunglasses/dp/B07PX38KVW/ref=sr_1_31?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-31
31,"Fit Over Glasses Sunglasses for Men Women,Wrap Around Sunglasses Polarized UV400 Protection",S$30.25,4.2 out of 5 stars,https://www.amazon.sg/MEETSUN-Sunglasses-Polarized-Protection-Frame-Gray/dp/B09JVG3NKD/ref=sr_1_32?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-32
32,Women's Fos 3083/S Cat Eye Sunglasses,S$48.09,4.4 out of 5 stars,https://www.amazon.sg/Fossil-Womens-Sunglass-3083-Crystal/dp/B07PN5KW5T/ref=sr_1_33?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-33
33,Oversized Sunglasses Women's Polarised and Fashion Style Women's Sunglasses Large Oversized Modern UV400 Protection,S$44.37,4.5 out of 5 stars,https://www.amazon.sg/Joopin-Oversized-Fashion-Sunglasses-Polarized/dp/B07RBV936R/ref=sr_1_34?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-34
34,"Cablz Round Sunglasses, Black, One Size, Black, One Size",S$16.97,4.2 out of 5 stars,https://www.amazon.sg/Maui-Jim-Cablz-Round-Sunglasses/dp/B0DG35MJDB/ref=sr_1_35?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-35
35,Classic Polarized Semi Rimless Al-Mg Metal Alloy Sunglasses for Men Women,S$26.19,4.5 out of 5 stars,https://www.amazon.sg/Polarized-Sunglasses-Driving-glasses-Shades/dp/B07MCXWSH6/ref=sr_1_36?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-36
36,Vintage Round Sunglasses for Women Men Classic Retro Designer Style (Black Frame(Matte Finish)/Polarized Grey Lens) 1567 PGHKH,S$44.36,4.5 out of 5 stars,https://www.amazon.sg/SUNGAIT-Vintage-Sunglasses-Designer-Polarized/dp/B07C2LZC23/ref=sr_1_37?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-37
37,Women's Fos 3095/S Oval Sunglasses,S$48.15,4.6 out of 5 stars,https://www.amazon.sg/Fossil-Womens-FOS-3095-Sunglasses/dp/B08242N8N8/ref=sr_1_38?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-38
38,Polarized Wrap Around Sport Sunglasses for Men Women UV400 Protection Sun Glasses,S$29.72,4.2 out of 5 stars,https://www.amazon.sg/Nitrogen-Polarized-Sunglasses-Protection-Glasses/dp/B0C83B4CDH/ref=sr_1_39?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-39
39,TIJN Polarized Sunglasses for Women Men Classic Trendy Stylish Sun Glasses 100% UV Protection,S$27.22,4.4 out of 5 stars,https://www.amazon.sg/TIJN-Polarized-Sunglasses-Classic-Protection/dp/B07S4HS9X9/ref=sr_1_40?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-40
40,"Sunglasses Men's PLD 2075/S/X Rectangular Sunglasses, Black/Polarized Gray, 59mm",S$57.36,4.3 out of 5 stars,https://www.amazon.sg/Polaroid-Sunglasses-PLD-2075-Rectangular/dp/B07NLDSCQ2/ref=sr_1_41?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513348&sr=8-41
